,state,county,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop
1606,42,3.0,9,0.0,0.28,0.0,1.0,0.02,0.01,0.26,0.41,0.23,0.68,0.02,1.0,0.27,0.38,0.06,0.65,0.66,0.15,0.72,0.33,0.28,0.26,0.58,0.35,0.16,0.31,0.38,0.0,0.14,0.23,0.31,0.25,0.26,0.42,0.19,0.37,0.32,0.34,0.39,0.38,0.41,0.42,0.4,0.7,0.76,0.89,0.59,0.36,0.35,0.0,0.03,0.0,0.08,0.11,0.17,0.17,0.01,0.01,0.02,0.02,0.93,0.04,0.16,0.13,0.31,0.43,0.1,0.67,0.02,0.53,0.5,0.01,0.89,0.58,0.05,0.48,0.13,0.04,0.0,0.1,0.08,0.06,0.26,0.24,0.23,0.23,0.53,0.39,0.64,0.0,0.0,0.05,0.97,0.79,0.95,0.87,0.0,0.63,1.0,0.0,0.1
1607,6,-1.0,9,0.04,1.0,0.07,0.45,0.48,1.0,0.62,0.7,0.49,0.17,0.06,1.0,0.36,0.72,0.12,0.13,0.35,0.69,0.32,0.3,0.13,0.13,0.3,0.14,0.22,0.25,0.28,0.05,0.36,0.8,0.88,0.1,0.62,0.46,0.66,0.2,0.81,0.13,0.4,0.64,0.5,0.46,1.0,0.58,0.44,0.68,0.6,0.25,0.21,0.04,0.43,0.09,0.45,0.49,0.51,0.56,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,1.0,0.51,0.5,0.01,0.91,0.53,0.14,0.26,0.42,0.23,0.59,0.41,0.39,0.33,0.45,0.52,0.61,0.51,0.76,0.64,0.22,0.0,0.0,1.0,0.46,0.58,0.83,0.71,0.01,0.89,0.29,0.0,0.69
1608,13,-1.0,9,0.02,0.56,0.69,0.35,0.2,0.13,0.53,0.8,0.52,0.04,0.0,0.0,0.21,0.86,0.06,0.21,0.08,0.41,0.3,0.17,0.16,0.21,0.2,0.12,0.17,0.21,0.26,0.03,0.46,0.11,0.19,0.3,0.49,0.68,0.15,0.39,0.39,0.42,0.37,0.2,0.54,0.48,0.55,0.61,0.62,0.56,0.57,0.4,0.39,0.01,0.41,0.01,0.45,0.56,0.53,0.6,0.17,0.19,0.16,0.17,0.81,0.07,0.22,0.24,0.62,0.65,0.6,0.29,0.28,0.43,0.5,0.03,0.74,0.3,0.16,0.4,0.88,0.22,0.2,0.13,0.11,0.1,0.23,0.28,0.31,0.3,0.51,0.7,0.53,0.0,0.0,0.16,0.22,0.05,0.0,0.0,0.03,0.15,0.02,0.0,0.13
1609,55,9.0,9,0.01,0.46,0.01,0.98,0.04,0.0,0.45,0.56,0.35,0.17,0.03,1.0,0.39,0.82,0.32,0.68,0.23,0.19,0.16,0.38,0.33,0.32,0.39,0.12,0.15,0.47,0.48,0.01,0.12,0.18,0.19,0.28,0.18,0.78,0.53,0.31,0.49,0.4,0.32,0.38,0.35,0.35,0.51,0.77,0.81,0.79,0.76,0.73,0.73,0.0,0.08,0.0,0.37,0.27,0.57,0.48,0.02,0.01,0.02,0.02,0.97,0.06,0.1,0.11,0.47,0.68,0.19,0.64,0.07,0.45,0.5,0.01,0.92,0.53,0.0,0.11,0.73,0.07,0.11,0.16,0.13,0.12,0.29,0.28,0.3,0.26,0.23,0.37,0.24,0.0,0.0,0.02,0.85,0.51,0.71,0.79,0.03,0.13,0.03,0.0,0.06
1610,24,-1.0,9,0.02,0.37,0.53,0.55,0.09,0.02,0.54,0.68,0.54,0.41,0.0,0.0,0.22,0.53,0.1,0.34,0.48,0.32,0.42,0.21,0.25,0.28,0.21,0.23,0.19,1.0,1.0,0.03,0.45,0.36,0.48,0.31,0.34,0.54,0.35,0.45,0.42,0.37,0.7,0.73,0.75,0.76,0.37,0.24,0.24,0.41,0.1,0.75,0.78,0.03,0.69,0.0,0.94,0.74,0.66,0.66,0.2,0.13,0.11,0.1,0.92,0.08,0.18,0.15,0.32,0.27,0.41,0.2,0.12,0.55,0.0,0.03,0.74,0.25,0.24,0.33,0.38,0.63,0.18,0.12,0.11,0.12,0.28,0.31,0.31,0.34,0.42,0.44,0.6,0.03,0.0,0.08,0.59,0.32,0.47,0.53,0.03,0.17,0.06,0.0,0.91
1611,25,5.0,9,0.01,0.49,0.0,0.99,0.04,0.01,0.4,0.38,0.29,0.59,0.03,1.0,0.41,0.46,0.29,0.64,0.72,0.2,0.8,0.43,0.34,0.32,0.31,0.0,0.64,1.0,0.51,0.0,0.08,0.56,0.52,0.33,0.38,0.5,0.44,0.53,0.38,0.42,0.19,0.35,0.18,0.19,0.47,0.82,0.79,0.83,0.74,0.82,0.85,0.0,0.06,0.01,0.01,0.01,0.02,0.04,0.01,0.0,0.01,0.02,0.64,0.17,0.17,0.19,0.53,0.57,0.26,0.87,0.04,0.31,0.5,0.01,0.9,0.83,0.26,0.49,0.35,0.03,0.11,0.36,0.35,0.32,0.24,0.39,0.44,0.4,0.3,0.23,0.42,0.0,0.0,0.24,0.83,0.99,0.98,0.91,0.02,0.18,0.02,0.0,0.04
1612,6,-1.0,9,0.06,0.97,0.21,0.21,0.35,1.0,0.57,0.69,0.46,0.17,0.08,1.0,0.29,0.67,0.06,0.16,0.27,0.66,0.24,0.25,0.14,0.18,0.27,0.19,0.25,0.22,0.26,0.07,0.46,0.94,0.89,0.09,0.67,0.47,0.74,0.16,0.89,0.12,0.47,0.63,0.6,0.56,1.0,0.47,0.44,0.55,0.52,0.29,0.23,0.07,0.74,0.12,0.41,0.48,0.53,0.59,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,1.0,0.21,1.0,0.89,0.0,0.04,0.8,0.28,0.17,0.16,0.54,0.36,0.62,0.36,0.36,0.36,0.57,0.57,0.62,0.57,0.73,0.72,0.18,0.0,0.0,1.0,0.42,0.34,0.81,0.72,0.01,0.85,0.2,0.0,0.81
1613,49,-1.0,9,0.02,0.73,0.02,0.92,0.1,0.1,0.55,0.55,0.3,0.23,0.04,1.0,0.39,0.73,0.46,0.48,0.3,0.13,0.71,0.35,0.22,0.21,0.28,0.16,0.32,0.31,0.34,0.01,0.1,0.07,0.17,0.24,0.21,0.72,0.39,0.2,0.4,0.4,0.38,0.25,0.44,0.42,0.79,0.79,0.82,0.79,0.74,0.81,0.88,0.0,0.01,0.0,0.22,0.16,0.32,0.44,0.03,0.02,0.03,0.04,0.92,0.05,0.68,0.71,0.79,0.8,0.63,0.81,0.16,0.29,0.5,0.01,0.88,0.79,0.03,0.49,0.69,0.09,0.0,0.15,0.12,0.1,0.25,0.22,0.25,0.23,0.27,0.32,0.26,0.0,0.0,0.04,0.72,0.59,0.68,0.75,0.02,0.3,0.07,0.0,0.15
1614,34,25.0,9,0.03,0.84,0.07,0.85,0.36,0.04,0.48,0.39,0.27,0.22,0.04,0.84,0.96,0.82,0.47,0.74,0.3,0.1,0.31,0.89,0.7,0.7,0.27,1.0,0.56,0.52,0.48,0.01,0.06,0.08,0.14,0.72,0.2,0.56,0.23,0.55,0.12,0.77,0.08,0.39,0.07,0.07,0.72,0.99,0.97,0.92,0.91,0.01,0.28,0.01,0.16,0.02,0.27,0.25,0.27,0.28,0.18,0.14,0.14,0.13,0.76,0.08,0.23,0.29,0.84,0.8,0.62,0.98,0.02,0.17,1.0,0.02,0.86,0.98,0.18,0.89,0.83,0.03,0.16,0.64,0.66,0.68,0.78,0.85,1.0,1.0,0.74,0.66,0.69,0.06,0.0,0.27,0.33,0.77,0.56,0.52,0.09,0.08,0.73,0.0,0.07
1615,6,-1.0,9,0.0,0.53,0.03,0.78,0.77,0.06,0.3,0.2,0.13,0.47,0.02,1.0,1.0,0.51,0.55,1.0,0.47,0.07,0.53,1.0,1.0,1.0,0.69,0.08,0.64,0.69,1.0,0.0,0.03,0.01,0.03,1.0,0.02,0.57,0.13,0.96,0.03,1.0,0.21,0.25,0.34,0.3,0.5,0.86,0.9,0.93,0.73,0.58,0.44,0.0,0.18,0.01,0.12,0.09,0.1,0.16,0.1,0.07,0.07,0.09,0.74,0.1,0.19,0.21,0.58,0.56,0.52,0.92,0.04,0.09,1.0,0.0,0.93,0.92,0.08,0.44,0.0,0.0,0.17,1.0,1.0,1.0,0.94,1.0,1.0,1.0,0.27,0.56,0.17,0.0,0.0,0.34,0.53,0.79,0.83,0.85,0.0,0.53,0.51,0.0,0.06
1616,34,3.0,9,0.01,0.51,0.02,0.87,0.42,0.1,0.32,0.41,0.25,0.51,0.03,1.0,0.61,0.59,0.12,0.61,0.56,0.13,0.6,0.62,0.49,0.48,0.34,0.0,0.38,0.34,0.63,0.0,0.07,0.25,0.31,0.33,0.22,0.58,0.35,0.35,0.29,0.46,0.16,0.41,0.2,0.19,0.58,0.87,0.85,0.97,0.73,0.39,0.45,0.0,0.02,0.02,0.32,0.3,0.33,0.37,0.32,0.27,0.27,0.28,0.7,0.17,0.3,0.3,0.56,0.65,0.26,0.78,0.08,0.35,0.5,0.01,0.94,0.71,0.05,0.29,0.17,0.01,0.0,0.54,0.49,0.44,0.55,0.62,0.74,0.6,0.63,0.59,0.82,0.0,0.0,0.43,0.44,0.92,0.87,0.78,0.0,0.72,0.59,0.0,0.02
1617,2,-1.0,9,0.03,0.53,0.25,0.58,0.2,0.1,0.48,0.7,0.5,0.13,0.0,0.0,0.34,0.8,0.27,0.79,0.15,0.36,0.36,0.3,0.33,0.38,0.26,0.16,0.22,0.29,0.32,0.03,0.27,0.14,0.22,0.28,0.57,0.69,0.05,0.54,0.29,0.39,0.7,0.51,0.68,0.7,0.55,0.62,0.66,0.69,0.62,0.51,0.55,0.01,0.27,0.01,0.25,0.29,0.45,0.49,0.09,0.09,0.13,0.12,0.82,0.1,0.26,0.22,0.47,0.47,0.51,0.09,0.3,0.69,0.0,0.09,0.44,0.13,0.76,0.48,0.65,0.49,0.35,0.18,0.18,0.18,0.4,0.42,0.5,0.41,0.47,0.47,0.11,0.04,0.09,0.14,0.19,0.14,0.15,0.0,0.09,0.08,0.07,0.0,0.31
1618,47,-1.0,9,0.01,0.68,0.03,0.96,0.08,0.01,0.55,0.35,0.23,0.16,0.03,1.0,0.97,0.81,0.55,0.83,0.17,0.06,0.31,0.89,0.77,0.75,0.61,0.0,0.48,0.0,0.34,0.0,0.02,0.02,0.05,0.9,0.14,0.61,0.3,0.55,0.05,0.91,0.08,0.22,0.15,0.12,0.6,0.97,0.96,0.94,0.93,0.27,0.19,0.0,0.04,0.0,0.54,0.48,0.49,0.5,0.11,0.09,0.08,0.08,0.96,0.03,0.15,0.19,0.73,0.71,0.59,0.96,0.01,0.0,1.0,0.01,0.85,0.95,0.03,0.31,0.83,0.0,0.0,0.45,0.46,0.5,0.62,0.72,1.0,0.76,0.6,0.44,0.24,0.0,0.0,0.08,0.39,0.47,0.21,0.25,0.08,0.05,0.03,0.0,0.03
1620,48,-1.0,9,0.01,0.36,0.14,0.81,0.04,0.12,0.39,0.4,0.27,0.63,0.0,0.0,0.14,0.27,1.0,0.35,0.71,0.38,0.44,0.17,0.18,0.19,0.16,0.15,0.25,0.16,0.19,0.03,0.57,0.53,0.58,0.18,0.41,0.32,0.48,0.4,0.6,0.31,0.55,0.23,0.53,0.56,0.42,0.6,0.61,0.59,0.58,0.34,0.45,0.0,0.12,0.0,0.38,0.39,0.45,0.69,0.11,0.1,0.11,0.15,0.86,0.13,0.21,0.19,0.37,0.31,0.48,0.51,0.17,0.59,0.0,0.04,0.53,0.55,0.41,0.68,0.44,0.74,0.42,0.04,0.04,0.06,0.06,0.14,0.15,0.15,0.49,0.44,0.53,0.0,0.0,0.12,0.75,0.55,0.69,0.79,0.04,0.09,0.01,0.0,0.11
1621,48,-1.0,9,0.03,0.69,0.02,0.89,0.07,0.2,0.55,0.5,0.3,0.11,0.04,1.0,0.57,0.88,0.47,0.49,0.19,0.12,0.27,0.51,0.36,0.36,0.23,0.26,0.21,0.34,0.39,0.01,0.12,0.14,0.25,0.23,0.31,0.67,0.63,0.34,0.35,0.39,0.44,0.27,0.45,0.46,0.65,0.8,0.78,0.88,0.78,0.55,0.47,0.0,0.04,0.01,0.18,0.24,0.3,0.31,0.04,0.04,0.05,0.05,0.86,0.06,0.24,0.27,0.75,0.73,0.72,0.71,0.22,0.17,0.5,0.01,0.89,0.71,0.33,0.44,0.71,0.21,0.06,0.14,0.12,0.11,0.3,0.3,0.35,0.34,0.13,0.15,0.22,0.0,0.0,0.09,0.71,0.6,0.85,0.86,0.03,0.22,0.0,0.0,0.09
1622,55,79.0,9,0.01,0.42,0.01,0.97,0.09,0.02,0.26,0.24,0.1,0.45,0.02,1.0,0.69,0.62,0.53,0.86,0.44,0.1,0.43,0.7,0.75,0.73,0.45,0.71,0.75,0.53,0.48,0.0,0.01,0.04,0.04,1.0,0.05,0.64,0.27,0.84,0.03,1.0,0.11,0.21,0.28,0.22,0.44,0.87,0.93,0.98,0.68,0.43,0.49,0.0,0.03,0.0,0.63,0.5,0.45,0.44,0.23,0.16,0.13,0.11,0.9,0.06,0.13,0.15,0.47,0.5,0.21,0.88,0.02,0.25,0.5,0.0,0.96,0.83,0.0,0.23,0.08,0.01,0.2,0.28,0.28,0.3,0.56,0.52,0.51,0.51,0.26,0.44,0.56,0.0,0.0,0.15,0.62,0.7,0.69,0.63,0.0,0.56,0.13,0.0,0.01
1623,12,-1.0,9,0.03,0.44,0.18,0.75,0.14,0.27,0.45,0.63,0.41,0.26,0.05,1.0,0.26,0.76,0.29,0.27,0.29,0.21,0.32,0.25,0.23,0.25,0.17,0.15,0.24,0.18,0.27,0.03,0.3,0.27,0.41,0.2,0.33,0.7,0.09,0.1,0.31,0.26,0.66,0.45,0.66,0.68,0.45,0.53,0.53,0.56,0.63,0.67,0.71,0.02,0.29,0.02,0.29,0.49,0.48,0.59,0.17,0.25,0.22,0.25,0.7,0.24,0.24,0.22,0.47,0.52,0.47,0.32,0.31,0.68,0.0,0.12,0.28,0.32,0.05,0.2,0.88,0.55,0.31,0.16,0.14,0.13,0.44,0.39,0.4,0.42,0.56,0.51,0.28,0.0,0.0,0.24,0.16,0.17,0.07,0.0,0.03,0.2,0.02,0.0,0.5
1624,48,-1.0,9,0.0,0.39,0.15,0.73,0.15,0.22,0.48,0.62,0.4,0.23,0.02,1.0,0.26,0.73,0.18,0.23,0.24,0.2,0.18,0.28,0.27,0.28,0.28,0.2,0.31,0.25,0.29,0.01,0.22,0.32,0.39,0.21,0.3,0.69,0.21,0.26,0.35,0.29,0.89,0.38,0.88,0.92,0.49,0.51,0.53,0.71,0.28,0.48,0.56,0.0,0.12,0.01,0.4,0.44,0.49,0.78,0.18,0.17,0.17,0.25,0.8,0.26,0.25,0.21,0.4,0.55,0.37,0.22,0.28,0.71,0.0,0.03,0.59,0.2,0.13,0.49,0.83,0.27,0.0,0.12,0.11,0.1,0.29,0.27,0.26,0.28,0.3,0.28,0.51,0.0,0.0,0.19,0.6,0.21,0.59,0.7,0.03,0.1,0.06,0.0,0.32
1627,34,27.0,9,0.02,0.56,0.06,0.87,0.33,0.06,0.44,0.44,0.27,0.17,0.03,0.79,0.87,0.83,0.24,0.8,0.26,0.08,0.31,0.88,0.74,0.73,0.56,0.1,0.6,0.39,0.61,0.0,0.05,0.1,0.12,0.79,0.16,0.72,0.45,0.48,0.14,0.81,0.23,0.36,0.25,0.25,0.61,0.91,0.93,0.94,0.84,0.29,0.43,0.0,0.05,0.01,0.31,0.31,0.42,0.44,0.2,0.18,0.22,0.21,0.8,0.08,0.2,0.21,0.62,0.77,0.21,0.77,0.06,0.3,0.5,0.01,0.85,0.66,0.05,0.32,0.67,0.03,0.13,0.66,0.69,0.73,0.78,0.67,0.68,0.64,0.37,0.62,0.39,0.0,0.0,0.27,0.51,0.61,0.65,0.57,0.06,0.08,0.11,0.0,0.02
1628,6,-1.0,9,0.01,0.76,0.01,0.44,0.15,1.0,0.5,0.59,0.36,0.26,0.0,0.0,0.35,0.69,0.63,0.29,0.37,0.46,0.38,0.32,0.21,0.26,0.25,0.2,0.31,0.24,0.29,0.02,0.3,0.79,0.65,0.17,0.75,0.52,0.47,0.26,0.51,0.24,0.42,0.46,0.45,0.45,0.84,0.65,0.63,0.72,0.63,0.55,0.55,0.01,0.34,0.03,0.2,0.39,0.38,0.44,0.29,0.49,0.45,0.46,0.19,0.78,0.77,0.76,0.8,0.78,0.81,0.43,0.78,0.49,0.5,0.02,0.81,0.45,0.09,0.24,0.73,0.17,0.2,0.46,0.47,0.45,0.42,0.46,0.55,0.44,0.49,0.77,0.33,0.04,0.03,0.62,0.61,0.48,0.6,0.83,0.01,0.28,0.02,0.0,0.38
1629,23,19.0,9,0.0,1.0,0.01,0.95,0.11,0.02,1.0,1.0,1.0,0.17,0.02,0.93,0.27,0.62,0.2,0.65,0.39,0.28,0.45,0.41,0.17,0.16,0.13,0.19,0.22,0.25,0.35,0.01,0.56,0.15,0.17,0.84,0.28,0.22,0.1,1.0,0.12,0.59,0.08,1.0,0.15,0.11,0.35,0.57,0.6,0.71,0.63,0.69,0.77,0.0,0.34,0.0,0.92,0.86,0.81,0.71,0.3,0.25,0.21,0.17,0.88,0.03,0.11,0.19,0.4,0.47,0.37,0.41,0.14,0.55,0.0,0.01,0.65,0.39,0.03,0.58,0.38,0.11,0.34,0.18,0.19,0.21,0.31,0.32,0.37,0.3,0.83,0.35,0.22,0.0,0.0,0.14,0.48,0.07,0.0,0.21,0.05,0.05,0.06,0.0,0.01
1632,4,-1.0,9,0.45,0.45,0.04,0.85,0.09,0.2,0.43,0.54,0.33,0.4,0.46,1.0,0.31,0.58,0.27,0.46,0.42,0.17,0.47,0.32,0.29,0.29,0.27,0.14,0.28,0.25,0.31,0.25,0.24,0.17,0.24,0.33,0.29,0.55,0.42,0.36,0.3,0.42,0.5,0.38,0.54,0.54,0.54,0.67,0.72,0.74,0.66,0.48,0.51,0.08,0.14,0.09,0.35,0.41,0.45,0.49,0.12,0.12,0.12,0.12,0.83,0.1,0.42,0.37,0.49,0.54,0.42,0.55,0.24,0.68,0.0,1.0,0.0,0.53,0.32,0.21,0.85,0.25,0.06,0.19,0.18,0.18,0.35,0.33,0.38,0.34,0.53,0.59,0.26,0.13,0.2,0.14,0.24,0.28,0.46,0.21,0.32,0.22,0.05,0.27,0.3
1633,36,29.0,9,0.51,0.31,0.6,0.46,0.06,0.09,0.42,0.54,0.39,0.48,0.52,1.0,0.11,0.28,0.15,0.34,0.57,0.92,0.53,0.15,0.18,0.22,0.2,0.13,0.23,0.15,0.19,0.74,0.68,0.43,0.57,0.24,0.8,0.27,0.36,0.63,0.49,0.34,0.6,0.74,0.59,0.62,0.45,0.12,0.21,0.19,0.13,0.31,0.29,0.62,0.85,0.1,0.33,0.32,0.34,0.34,0.11,0.09,0.09,0.08,0.8,0.12,0.27,0.2,0.31,0.41,0.29,0.31,0.1,0.49,0.5,0.83,0.58,0.29,0.87,0.66,0.0,0.54,0.3,0.06,0.06,0.08,0.14,0.16,0.18,0.2,0.81,0.24,0.57,0.17,0.01,0.13,0.8,0.61,0.87,0.84,0.12,0.68,0.75,0.33,0.8
1634,34,25.0,9,0.02,0.49,0.01,0.98,0.05,0.02,0.38,0.37,0.24,0.46,0.03,0.79,0.57,0.61,0.25,0.71,0.51,0.14,0.6,0.59,0.55,0.53,0.11,0.28,0.65,0.03,0.68,0.0,0.04,0.16,0.26,0.43,0.24,0.58,0.2,0.51,0.24,0.54,0.3,0.38,0.32,0.32,0.54,0.85,0.84,0.91,0.85,0.36,0.36,0.0,0.07,0.0,0.14,0.12,0.12,0.11,0.03,0.03,0.02,0.02,0.93,0.01,0.22,0.22,0.52,0.55,0.3,0.85,0.03,0.36,0.5,0.03,0.74,0.81,0.27,0.68,0.46,0.03,0.17,0.47,0.49,0.54,0.65,0.64,0.69,0.63,0.62,0.66,0.79,0.0,0.0,0.1,0.79,0.8,0.83,0.91,0.09,0.05,0.12,0.0,0.03
1635,25,13.0,9,0.01,0.55,0.01,0.99,0.02,0.01,0.34,0.31,0.21,0.56,0.02,0.82,0.49,0.51,0.21,0.67,0.58,0.15,0.72,0.49,0.41,0.39,0.28,0.38,0.0,0.02,0.24,0.0,0.06,0.17,0.25,0.39,0.24,0.52,0.36,0.5,0.25,0.52,0.14,0.31,0.22,0.19,0.51,0.85,0.84,0.9,0.91,0.49,0.54,0.0,0.07,0.0,0.0,0.05,0.04,0.03,0.0,0.01,0.01,0.01,0.86,0.03,0.17,0.19,0.56,0.59,0.15,0.92,0.02,0.25,0.5,0.0,0.93,0.87,0.12,0.55,0.4,0.0,0.0,0.39,0.37,0.37,0.07,0.24,0.38,0.22,0.33,0.51,0.35,0.0,0.0,0.12,0.81,0.83,0.94,0.85,0.04,0.09,0.03,0.0,0.11
1636,1,-1.0,9,0.05,0.32,0.55,0.56,0.04,0.01,0.41,0.42,0.3,0.7,0.07,1.0,0.13,0.24,0.11,0.27,0.78,0.5,0.64,0.15,0.19,0.23,0.18,0.11,0.37,0.16,0.16,0.08,0.54,0.55,0.68,0.15,0.55,0.18,0.62,0.36,0.75,0.26,0.62,0.33,0.56,0.61,0.39,0.41,0.37,0.43,0.48,0.42,0.4,0.04,0.36,0.0,1.0,0.93,0.89,0.79,0.11,0.08,0.07,0.06,0.96,0.05,0.21,0.19,0.33,0.32,0.37,0.57,0.1,0.52,0.5,0.09,0.65,0.58,0.22,0.65,0.29,0.48,0.35,0.03,0.03,0.05,0.02,0.07,0.08,0.1,0.38,0.23,0.44,0.0,0.0,0.04,0.88,0.66,0.85,0.81,0.1,0.1,0.01,0.42,0.9
1637,9,7.0,9,0.05,0.38,0.22,0.78,0.12,0.06,0.47,0.67,0.49,0.38,0.07,1.0,0.43,0.64,0.29,0.58,0.4,0.22,0.42,0.45,0.43,0.45,0.35,0.28,0.24,0.26,0.37,0.02,0.17,0.36,0.39,0.42,0.24,0.63,0.42,0.61,0.28,0.5,0.48,0.67,0.47,0.49,0.35,0.53,0.52,0.57,0.46,0.62,0.68,0.03,0.39,0.02,0.21,0.3,0.36,0.39,0.11,0.14,0.15,0.15,0.77,0.13,0.13,0.11,0.29,0.4,0.25,0.43,0.07,0.64,0.0,0.07,0.72,0.39,0.1,0.42,0.52,0.13,0.1,0.4,0.39,0.38,0.36,0.46,0.58,0.47,0.39,0.52,0.43,0.06,0.0,0.22,0.6,0.48,0.47,0.51,0.12,0.09,0.12,0.0,0.09
1638,12,-1.0,9,0.0,0.15,0.11,0.9,0.02,0.03,0.06,0.04,0.03,1.0,0.02,1.0,0.37,0.0,0.29,0.81,1.0,0.29,1.0,0.39,0.6,0.6,0.19,0.77,1.0,0.27,0.54,0.01,0.21,0.16,0.25,0.4,0.2,0.0,0.13,0.47,0.26,0.5,0.31,0.0,0.25,0.29,0.0,0.47,0.37,0.23,0.16,0.26,0.43,0.0,0.16,0.0,0.03,0.06,0.05,0.06,0.01,0.02,0.01,0.02,0.89,0.04,0.05,0.06,0.15,0.12,0.26,0.76,0.06,0.63,0.0,0.09,0.0,0.78,0.07,0.55,0.83,0.22,0.09,0.35,0.43,0.46,0.21,0.3,0.4,0.3,0.45,0.61,0.19,0.0,0.0,0.14,0.06,0.36,0.26,0.02,0.04,0.06,0.0,0.71,0.17
1639,49,-1.0,9,0.0,0.53,0.02,0.93,0.11,0.06,0.49,0.5,0.31,0.47,0.02,1.0,0.36,0.64,0.55,0.52,0.42,0.2,0.63,0.34,0.3,0.29,0.41,0.07,0.25,0.35,0.55,0.01,0.18,0.09,0.2,0.4,0.26,0.53,0.27,0.52,0.23,0.6,0.44,0.3,0.43,0.45,0.56,0.7,0.77,0.79,0.62,0.7,0.7,0.0,0.07,0.0,0.47,0.54,0.48,0.48,0.09,0.09,0.08,0.07,0.89,0.08,0.47,0.46,0.56,0.57,0.49,0.7,0.11,0.35,0.5,0.01,0.84,0.68,0.0,0.46,0.54,0.16,0.0,0.14,0.13,0.14,0.25,0.23,0.23,0.23,0.27,0.37,0.17,0.0,0.0,0.08,0.68,0.6,0.68,0.7,0.01,0.32,0.13,0.0,0.07
1642,34,3.0,9,0.01,0.64,0.01,0.95,0.18,0.03,0.37,0.32,0.23,0.43,0.02,1.0,1.0,0.72,0.4,0.88,0.43,0.05,0.55,0.98,0.96,0.94,0.63,0.0,0.7,0.15,0.59,0.0,0.03,0.15,0.15,0.75,0.07,0.55,0.42,0.51,0.14,0.83,0.06,0.33,0.11,0.09,0.55,0.97,0.97,0.96,0.85,0.14,0.24,0.0,0.03,0.01,0.28,0.33,0.41,0.35,0.17,0.17,0.19,0.15,0.84,0.06,0.17,0.21,0.66,0.63,0.53,0.95,0.02,0.08,0.5,0.01,0.88,0.95,0.2,0.23,0.4,0.02,0.0,0.84,0.92,0.96,0.92,0.98,1.0,1.0,0.5,0.63,0.49,0.0,0.0,0.25,0.55,0.81,0.75,0.71,0.02,0.2,0.37,0.0,0.02
1643,33,11.0,9,0.11,0.4,0.03,0.93,0.12,0.05,0.33,0.52,0.3,0.31,0.13,1.0,0.48,0.72,0.39,0.59,0.35,0.19,0.36,0.48,0.44,0.43,0.4,0.21,0.39,0.28,0.38,0.05,0.16,0.22,0.28,0.46,0.37,0.69,0.74,0.28,0.33,0.53,0.47,0.45,0.47,0.48,0.46,0.72,0.73,0.72,0.66,0.55,0.62,0.02,0.15,0.04,0.43,0.44,0.46,0.49,0.21,0.19,0.18,0.18,0.75,0.11,0.17,0.15,0.42,0.5,0.34,0.52,0.07,0.56,0.0,0.12,0.72,0.48,0.06,0.3,0.63,0.22,0.17,0.36,0.34,0.31,0.52,0.55,0.62,0.56,0.47,0.58,0.65,0.02,0.0,0.2,0.33,0.47,0.51,0.23,0.09,0.21,0.06,0.52,0.03
